user_id,gender,married,birthdate,has_children,home_country,home_city,home_airport,sign_up_date,first_session_date,last_session_date,last_booking_date,tenure_days,n_sessions,n_booking_sessions,n_trip_sessions,total_flight_spend,total_hotel_spend,total_spend,cancelled_trips,booking_rate,cancellation_rate,conversion_rate,avg_session_duration,avg_page_clicks,avg_distance_km,max_distance_km,avg_nights,max_nights,avg_seats,avg_rooms,avg_checked_bags,avg_trip_duration_days,max_trip_duration_days
152583,F,False,1986-07-26,False,usa,colorado springs,COS,2022-04-17,2023-02-01 20:58:00,2023-06-05 21:34:00,2023-06-05 21:34:00,124,8,1,1,367.83,639.0,1006.8299999999999,0,0.125,0.0,1.0,2.316666666666667,18.625,2178.7890384550965,2178.7890384550965,3.0,3.0,1.0,1.0,2.0,6.0,6.0
153982,F,False,1978-08-15,True,canada,toronto,YKZ,2022-04-19,2023-01-09 19:34:00,2023-07-20 20:37:00,2023-07-20 20:37:00,192,8,3,3,656.87,1302.0,1958.87,0,0.375,0.0,1.0,2.308333333333333,18.75,1282.5421897455988,2697.095945535551,2.3333333333333335,3.0,1.0,1.0,0.3333333333333333,3.6666666666666665,4.0
160754,F,True,1977-12-06,True,usa,new york,LGA,2022-04-26,2023-02-13 21:33:00,2023-06-26 19:58:00,2023-06-26 19:58:00,132,8,1,1,93.62,642.0,735.62,0,0.125,0.0,1.0,1.3479166666666667,10.75,526.1200403921746,526.1200403921746,3.0,3.0,1.0,1.0,1.0,5.0,5.0
164522,F,True,1975-11-07,False,usa,kansas city,MCI,2022-04-30,2023-01-17 21:39:00,2023-07-14 21:10:00,2023-02-08 18:24:00,177,8,1,1,328.32,3262.0,3590.32,0,0.125,0.0,1.0,1.3895833333333334,11.125,1786.0731620565493,1786.0731620565493,14.0,14.0,1.0,1.0,1.0,16.0,16.0
167852,F,False,2006-02-16,False,usa,tampa,MCF,2022-05-03,2023-01-05 04:16:00,2023-04-25 17:14:00,,110,8,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.9666666666666667,7.875,,,,,,,,,
171470,F,False,1999-09-14,False,usa,atlanta,ATL,2022-05-06,2022-05-06 22:16:00,2023-07-10 02:46:09,2023-06-22 02:45:00,429,9,2,4,16319.64,0.0,16319.64,2,0.2222222222222222,1.0,0.0,27.433333333333334,50.666666666666664,15351.061745339968,16001.438994160248,,,1.5,,0.5,15.5,16.0
174997,F,False,1991-11-01,False,usa,grand rapids,GRR,2022-05-10,2022-05-10 20:16:00,2023-07-15 05:27:00,2023-03-08 09:03:00,430,9,3,4,5862.549999999999,584.0,6446.549999999999,1,0.3333333333333333,0.3333333333333333,0.6666666666666667,14.896296296296295,29.666666666666668,4466.075254257272,7317.091585667979,2.5,3.0,1.5,1.0,0.5,6.75,9.0
175032,F,False,1994-11-05,False,usa,houston,IAH,2022-05-10,2023-01-20 21:00:00,2023-07-20 21:09:00,2023-07-20 21:09:00,181,9,3,3,1109.25,3606.0,4715.25,0,0.3333333333333333,0.0,1.0,1.738888888888889,14.11111111111111,1358.8176419889678,1963.1181006478973,4.333333333333333,8.0,2.0,2.0,0.5,4.5,6.0
181157,F,True,1970-08-10,False,usa,houston,HOU,2022-05-15,2023-01-11 07:36:00,2023-07-07 10:41:00,2023-03-28 01:20:00,177,8,3,3,1039.43,5123.0,6162.429999999999,0,0.375,0.0,1.0,2.3520833333333333,19.125,1194.2256923912298,2232.3888470670427,3.6666666666666665,7.0,2.0,2.0,1.0,5.666666666666667,9.0
182191,F,False,2004-09-27,True,usa,phoenix,PHX,2022-05-16,2022-05-16 14:25:00,2023-07-04 16:43:00,2022-05-16 14:25:00,414,9,1,2,1075.34,0.0,1075.34,1,0.1111111111111111,1.0,0.0,10.03759954074074,17.88888888888889,1625.2827888568002,1625.2827888568002,,,2.0,,1.0,17.0,17.0
187212,F,True,1969-02-20,True,usa,los angeles,LAX,2022-05-21,2023-01-05 22:12:00,2023-06-09 18:13:00,2023-02-28 14:57:00,154,8,3,3,1242.57,1556.0,2798.5699999999997,0,0.375,0.0,1.0,1.9791666666666667,16.0,2338.7155070077465,3974.209842999768,3.0,5.0,1.0,1.0,0.6666666666666666,4.333333333333333,7.0
189676,F,False,1988-01-10,True,usa,fort worth,FTW,2022-05-23,2023-01-20 18:11:00,2023-05-03 19:49:00,2023-05-03 19:49:00,103,8,2,2,1244.31,5463.0,6707.3099999999995,0,0.25,0.0,1.0,1.4395833333333334,11.625,2284.5483204879297,2284.5483204879297,9.5,13.0,3.0,2.0,2.0,7.0,7.0
190866,F,False,1986-09-24,False,usa,tallahassee,TLH,2022-05-24,2023-01-09 20:35:00,2023-07-03 11:02:00,2023-07-03 11:02:00,174,9,5,5,2081.0,2205.0,4286.0,0,0.5555555555555556,0.0,1.0,2.564814814814815,20.666666666666668,2269.5417199497415,3706.556088943931,2.8,7.0,1.0,1.0,0.4,4.2,9.0
195192,F,False,1995-09-20,False,usa,chicago,MDW,2022-05-28,2023-01-10 21:41:00,2023-05-29 17:03:00,2023-04-15 19:45:00,138,8,1,1,394.29,320.0,714.29,0,0.125,0.0,1.0,3.472916666666667,28.125,1174.423089479478,1174.423089479478,1.0,1.0,2.0,2.0,0.0,4.0,4.0
204943,M,False,1982-12-20,False,canada,ottawa,YOW,2022-06-06,2023-01-07 07:55:00,2023-07-28 12:51:08,2023-06-16 12:49:00,202,8,6,7,3331.76,14779.0,18110.760000000002,1,0.75,0.16666666666666666,0.8333333333333334,17.391666666666666,36.5,1872.451180637696,3551.7999406903273,7.714285714285714,18.0,1.4285714285714286,1.4285714285714286,1.2857142857142858,9.285714285714286,19.0
204997,F,True,1985-08-26,False,usa,kansas city,MCI,2022-06-06,2022-06-06 09:07:00,2023-07-10 17:00:00,2023-07-10 17:00:00,399,9,4,6,8456.27,9535.0,17991.269999999997,2,0.4444444444444444,0.5,0.5,21.217451114814814,52.77777777777778,4148.607124643898,9874.632038701655,6.6,11.0,1.6666666666666667,1.4,0.8333333333333334,8.333333333333334,12.0
205044,F,True,1983-08-25,True,canada,toronto,YKZ,2022-06-06,2023-01-27 11:47:00,2023-06-07 04:06:00,2023-05-05 16:34:00,130,9,3,3,2748.3500000000004,6362.0,9110.35,0,0.3333333333333333,0.0,1.0,1.838888888888889,14.88888888888889,2531.010073625866,3516.533724463676,5.333333333333333,9.0,2.0,2.0,0.3333333333333333,6.666666666666667,10.0
206011,F,False,1984-08-04,True,usa,kansas city,MCI,2022-06-07,2023-01-10 15:49:00,2023-07-08 14:36:00,2023-05-03 19:49:00,178,8,4,4,1046.5900000000001,1271.0,2317.59,0,0.5,0.0,1.0,2.435416666666667,19.5,1473.5507636559992,2374.648215874831,3.3333333333333335,8.0,1.0,1.0,0.25,4.25,9.0
216796,F,False,2001-07-09,False,usa,cincinnati,CVG,2022-06-16,2023-01-13 13:22:00,2023-03-13 03:38:26,2023-03-10 03:36:00,58,8,1,2,5001.74,5302.0,10303.74,1,0.125,1.0,0.0,8.188807366666667,15.625,7041.479113795879,7041.479113795879,11.0,11.0,2.0,1.0,2.0,12.0,12.0
217114,O,True,2004-05-28,True,usa,long beach,LGB,2022-06-17,2023-01-06 19:36:00,2023-06-26 16:41:00,,170,9,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.8314814814814815,6.555555555555555,,,,,,,,,
217136,F,False,1985-04-18,True,usa,little rock,LIT,2022-06-17,2023-01-12 16:14:00,2023-05-14 16:52:00,2023-03-25 22:07:00,122,8,2,2,539.57,1039.0,1578.5700000000002,0,0.25,0.0,1.0,1.65625,13.25,2867.3164066210743,2867.3164066210743,2.5,3.0,1.0,1.0,0.0,4.0,4.0
220725,F,False,1983-07-28,False,usa,stockton,SCK,2022-06-20,2023-01-07 19:45:00,2023-06-07 21:27:00,2023-06-07 21:27:00,151,9,4,5,2422.92,2342.0,4764.92,1,0.4444444444444444,0.25,0.75,15.814814814814813,35.111111111111114,2773.50210292416,4047.460001884421,4.75,5.0,1.0,1.0,0.2,6.8,8.0
224996,F,False,1981-03-07,True,canada,halifax,YHZ,2022-06-23,2023-02-14 09:40:00,2023-05-11 21:45:00,2023-05-11 21:45:00,86,8,2,2,897.61,231.0,1128.6100000000001,0,0.25,0.0,1.0,1.5770833333333334,12.75,2353.0107623683043,3745.114062062668,1.0,1.0,1.0,1.0,0.0,3.5,4.0
226367,F,False,1980-10-21,False,usa,washington,IAD,2022-06-25,2023-01-07 21:27:00,2023-06-26 22:55:00,2023-06-26 22:55:00,170,8,3,3,889.2099999999999,2928.0,3817.21,0,0.375,0.0,1.0,1.7583333333333333,14.25,1655.8209883749475,3674.037323136456,2.6666666666666665,3.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,4.0,4.0
228195,F,False,1997-02-26,True,usa,los angeles,LAX,2022-06-26,2023-01-28 04:02:00,2023-06-01 17:46:00,,124,9,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.5962962962962963,12.88888888888889,,,,,,,,,
228872,M,False,1989-03-22,False,usa,san antonio,RND,2022-06-27,2023-01-09 23:03:00,2023-07-16 06:05:00,2023-07-16 06:05:00,187,8,2,2,509.21,1360.0,1869.21,0,0.25,0.0,1.0,1.9666666666666668,15.75,2770.218959444619,2770.218959444619,7.0,8.0,1.0,1.0,1.0,7.0,7.0
229009,F,False,2006-08-27,False,usa,stockton,SCK,2022-06-27,2023-02-15 19:09:00,2023-07-08 16:23:05,2023-06-08 16:22:00,142,8,3,4,4508.89,773.0,5281.89,1,0.375,0.3333333333333333,0.6666666666666667,4.4130904875,18.0,6690.898876404131,10432.129655996272,2.5,3.0,1.0,1.0,0.25,10.25,17.0
229108,F,False,1998-05-28,False,usa,burlington,BTV,2022-06-27,2023-01-04 20:44:00,2023-05-08 16:12:58,2023-03-29 16:11:00,123,8,1,2,877.22,0.0,877.22,1,0.125,1.0,0.0,16.870833333333334,40.125,2669.379466467782,2669.379466467782,,,1.0,,0.0,8.0,8.0
229330,F,True,1976-11-08,False,usa,colorado springs,COS,2022-06-27,2023-02-17 15:42:00,2023-07-17 18:34:00,2023-07-17 18:34:00,150,7,3,3,1042.6,4114.0,5156.6,0,0.42857142857142855,0.0,1.0,1.711904761904762,13.857142857142858,1155.0476069728008,1339.3349918597698,2.6666666666666665,5.0,1.6666666666666667,1.6666666666666667,0.0,5.0,7.0
232647,F,False,2006-04-11,False,usa,birmingham,BHM,2022-06-30,2023-01-24 06:28:00,2023-06-02 16:52:00,2023-02-23 21:29:00,129,8,2,2,237.1,2343.0,2580.1,0,0.25,0.0,1.0,1.5645833333333332,12.5,1391.5841166508767,1391.5841166508767,11.0,11.0,1.0,1.0,1.0,4.0,4.0
249521,F,True,1964-07-23,True,canada,ottawa,YOW,2022-07-15,2023-02-06 12:58:00,2023-07-04 19:01:00,2023-07-04 19:01:00,148,8,2,2,642.02,566.0,1208.02,0,0.25,0.0,1.0,2.34375,18.875,3551.7999406903273,3551.7999406903273,2.0,2.0,1.0,1.0,1.0,4.0,4.0
252835,F,False,1986-01-20,True,usa,chicago,ORD,2022-07-18,2023-01-07 15:44:00,2023-07-10 06:24:00,2023-07-10 06:24:00,183,8,5,5,1676.55,1702.0,3378.55,0,0.625,0.0,1.0,1.8041666666666667,14.625,1867.778858389403,2337.2093624793174,3.25,5.0,1.0,1.0,0.6,5.2,7.0
258451,F,False,2000-12-10,False,usa,miami,OPF,2022-07-22,2023-02-03 21:16:00,2023-06-17 15:43:04,2023-06-13 15:28:00,133,8,1,2,0.0,4628.0,4628.0,1,0.125,1.0,0.0,3.6645833333333333,20.875,,,13.0,13.0,,1.0,,,
264470,F,False,1978-11-05,True,usa,bakersfield,BFL,2022-07-27,2023-01-04 22:50:00,2023-06-04 17:49:00,2023-03-25 14:05:00,150,8,2,2,873.02,2218.0,3091.02,0,0.25,0.0,1.0,1.85,14.75,2305.1605246210547,3963.3925263388633,5.0,6.0,1.0,1.0,0.5,6.5,8.0
276512,F,True,1982-08-27,True,usa,austin,AUS,2022-08-06,2023-01-14 16:25:00,2023-05-27 01:00:00,2023-01-24 11:19:00,132,8,1,1,395.69,200.0,595.69,0,0.125,0.0,1.0,1.5229166666666667,12.25,2299.1482701158357,2299.1482701158357,2.0,2.0,1.0,1.0,1.0,4.0,4.0
281952,F,False,1987-01-23,False,usa,louisville,LOU,2022-08-11,2023-01-28 19:32:00,2023-07-08 20:53:00,2023-07-08 20:53:00,161,8,2,2,684.72,348.0,1032.72,0,0.25,0.0,1.0,2.439583333333333,19.75,1845.0144010402564,2635.607768193595,1.5,2.0,1.0,1.0,1.5,3.0,3.0
283325,F,True,1973-05-15,False,usa,dallas,DAL,2022-08-12,2023-01-28 12:04:00,2023-06-22 21:04:00,2023-06-22 21:04:00,145,8,2,2,453.27,3411.0,3864.27,0,0.25,0.0,1.0,1.7604166666666665,14.25,2650.4256126791843,2650.4256126791843,3.5,5.0,1.0,1.5,0.0,7.0,7.0
290123,F,True,1983-04-08,False,usa,houston,HOU,2022-08-18,2023-02-09 10:51:00,2023-07-14 06:23:00,2023-07-14 06:23:00,154,8,6,6,4436.7300000000005,5672.0,10108.73,0,0.75,0.0,1.0,2.635416666666667,21.375,2418.068064457408,3202.22919833996,3.6,6.0,1.6666666666666667,1.8,1.0,3.1666666666666665,6.0
297546,F,True,1972-12-05,False,usa,new york,JFK,2022-08-24,2023-01-16 07:47:00,2023-07-07 21:49:00,2023-07-07 21:49:00,172,8,5,5,1660.72,4034.0,5694.72,0,0.625,0.0,1.0,3.2145833333333336,25.875,1784.7341478605847,4151.7735389098425,5.8,13.0,1.5,1.4,0.75,5.75,8.0
298253,F,True,1977-08-01,True,usa,los angeles,LAX,2022-08-24,2023-01-05 20:25:00,2023-06-13 21:35:00,2023-03-29 19:02:00,159,8,1,1,712.42,0.0,712.42,0,0.125,0.0,1.0,1.5291666666666668,12.25,3974.209842999768,3974.209842999768,,,1.0,,2.0,3.0,3.0
299476,F,True,1985-05-19,False,usa,atlanta,ATL,2022-08-25,2023-01-05 19:03:00,2023-07-19 14:27:00,2023-01-15 18:03:00,194,9,1,1,192.38,142.0,334.38,0,0.1111111111111111,0.0,1.0,2.5685185185185184,20.77777777777778,1109.9174733553675,1109.9174733553675,2.0,2.0,1.0,1.0,0.0,4.0,4.0
306165,F,False,2003-04-13,False,usa,cleveland,CLE,2022-08-31,2023-01-19 20:40:00,2023-07-07 11:28:00,,168,8,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.375,11.125,,,,,,,,,
306819,F,True,1964-04-02,True,usa,new york,JFK,2022-09-01,2023-01-27 21:31:00,2023-07-17 15:56:00,2023-04-07 04:03:00,170,8,2,3,270.15999999999997,1266.0,1536.1599999999999,1,0.25,0.5,0.5,17.697916666666668,41.125,486.38846166843314,581.897830139198,1.3333333333333333,2.0,1.0,1.0,0.3333333333333333,3.3333333333333335,4.0
312488,M,True,1993-06-27,False,usa,new york,JFK,2022-09-05,2023-01-31 12:21:00,2023-04-03 10:36:00,,61,7,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0047619047619047,8.0,,,,,,,,,
313724,F,False,1972-05-13,False,usa,tulsa,TUL,2022-09-06,2023-01-05 22:29:00,2023-07-15 19:56:00,2023-06-29 04:02:00,190,8,5,6,1911.3000000000002,4479.0,6390.3,1,0.625,0.2,0.8,18.50625,43.875,1824.3949598086226,2060.0932265987303,3.3333333333333335,9.0,1.2,1.3333333333333333,0.8,4.4,6.0
316527,F,True,1982-07-17,True,canada,winnipeg,YWG,2022-09-08,2023-01-09 22:50:00,2023-07-01 14:37:00,2023-04-20 22:27:00,172,8,4,4,1739.89,6403.0,8142.89,0,0.5,0.0,1.0,2.1666666666666665,17.375,2014.8040617784013,2267.9680879776424,3.5,7.0,1.25,1.25,0.25,5.25,8.0
317688,F,False,1983-05-19,True,usa,indianapolis,IND,2022-09-09,2023-01-08 11:06:00,2023-07-11 22:15:00,2023-07-11 22:15:00,184,8,4,4,1238.74,1749.0,2987.74,0,0.5,0.0,1.0,2.066666666666667,16.625,1608.4081737945035,2562.3310570408535,2.25,3.0,1.0,1.0,0.5,3.75,5.0
322867,F,False,1977-12-07,False,usa,mobile,BFM,2022-09-14,2023-01-17 16:24:00,2023-07-08 13:01:00,2023-01-18 13:58:00,171,8,1,1,173.04,1512.0,1685.04,0,0.125,0.0,1.0,1.2833333333333332,10.25,921.7775000151938,921.7775000151938,8.0,8.0,1.0,1.0,1.0,9.0,9.0
324191,F,False,1984-05-27,False,usa,san diego,SAN,2022-09-15,2023-01-11 10:48:00,2023-05-26 19:18:00,2023-03-17 20:18:00,135,8,2,2,99.74,2532.0,2631.74,0,0.25,0.0,1.0,1.3354166666666667,10.75,175.77036006258476,175.77036006258476,5.0,8.0,1.5,1.5,0.5,7.0,10.0
328590,F,False,1968-07-23,False,usa,san diego,NZY,2022-09-18,2023-01-16 21:05:00,2023-07-03 05:54:00,2023-05-18 20:23:00,167,8,3,4,3656.61,3565.0,7221.61,1,0.375,0.3333333333333333,0.6666666666666667,18.09166666666667,47.875,3487.2121654147586,3931.8009433102784,5.5,6.0,1.5,2.0,0.25,4.75,8.0
330764,F,False,1985-02-06,False,usa,detroit,DET,2022-09-20,2023-01-07 04:10:00,2023-06-16 08:01:00,2023-04-04 15:35:00,160,8,3,4,751.04,1094.0,1845.04,1,0.375,0.3333333333333333,0.6666666666666667,17.68541666666667,46.875,671.4338745885354,671.4338745885354,4.5,5.0,3.0,1.0,1.0,2.0,2.0
330893,F,True,1980-12-16,True,usa,oklahoma city,OKC,2022-09-20,2023-01-16 20:00:00,2023-06-30 22:54:00,2023-06-30 22:54:00,165,8,3,3,861.61,986.0,1847.6100000000001,0,0.375,0.0,1.0,2.066666666666667,16.625,1582.7981582251825,2159.3598443223727,2.3333333333333335,4.0,1.0,1.0,0.6666666666666666,4.333333333333333,6.0
331039,F,True,1979-08-02,True,canada,london,YXU,2022-09-20,2023-01-17 12:53:00,2023-04-23 09:07:37,2023-04-06 09:05:00,95,8,1,2,4581.74,6688.0,11269.74,1,0.125,1.0,0.0,10.167420216666665,24.75,3365.2980152416276,3365.2980152416276,8.0,8.0,4.0,2.0,3.0,11.0,11.0
334787,F,False,1971-04-27,False,usa,minneapolis,MSP,2022-09-23,2023-01-08 15:30:00,2023-07-07 12:24:00,2023-03-25 15:22:00,179,8,3,3,758.17,1190.0,1948.17,0,0.375,0.0,1.0,1.8479166666666667,14.875,1394.7993139941211,1803.874342679602,2.3333333333333335,4.0,1.0,1.0,0.6666666666666666,4.0,6.0
337227,F,True,1989-06-25,False,usa,santa ana,SNA,2022-09-25,2023-01-25 13:23:00,2023-04-20 20:31:00,,85,8,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.2833333333333334,10.375,,,,,,,,,
338086,F,False,1983-12-13,True,usa,washington,IAD,2022-09-25,2023-03-04 17:57:00,2023-06-21 11:02:00,2023-05-08 11:18:00,108,7,1,1,644.83,228.0,872.83,0,0.14285714285714285,0.0,1.0,2.0142857142857142,16.142857142857142,3621.9456337105885,3621.9456337105885,3.0,3.0,1.0,1.0,0.0,5.0,5.0
340166,M,True,1973-05-17,True,usa,san francisco,SFO,2022-09-27,2023-01-10 22:44:00,2023-06-20 22:07:00,2023-03-26 09:33:00,160,8,1,1,0.0,474.0,474.0,0,0.125,0.0,1.0,1.3604166666666666,11.0,,,2.0,2.0,,1.0,,,
343928,F,True,1959-01-26,False,usa,el paso,BIF,2022-09-30,2023-01-18 19:05:00,2023-07-19 21:04:00,2023-07-19 21:04:00,182,8,2,2,5550.62,464.0,6014.62,0,0.25,0.0,1.0,1.8791666666666667,15.25,8138.6914788334825,14110.032849366076,4.0,4.0,1.5,1.0,0.5,9.0,13.0
347778,F,False,1974-07-20,False,usa,las vegas,LSV,2022-10-03,2023-01-31 19:30:00,2023-06-23 11:43:00,2023-06-23 11:43:00,142,9,5,5,4233.69,6179.0,10412.69,0,0.5555555555555556,0.0,1.0,2.2222222222222223,18.0,2487.967618656662,3593.228396317528,3.25,4.0,1.6,1.75,1.0,4.0,5.0
348817,F,False,1995-08-07,False,canada,calgary,YYC,2022-10-04,2023-01-10 19:26:00,2023-06-03 14:28:00,2023-05-19 19:38:00,143,8,4,4,1374.62,3433.0,4807.62,0,0.5,0.0,1.0,1.9333333333333333,15.625,2651.4764411557876,3277.111769968965,3.0,4.0,1.0,1.0,0.6666666666666666,4.333333333333333,5.0
348863,F,True,1957-01-13,False,usa,san antonio,SKF,2022-10-04,2023-01-04 08:57:00,2023-06-19 16:57:00,,166,8,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.24375,10.125,,,,,,,,,
349132,F,False,1975-06-17,False,usa,cincinnati,CVG,2022-10-04,2023-01-04 19:46:00,2023-07-08 21:16:00,2023-03-22 19:12:00,185,9,3,3,721.06,4236.0,4957.06,0,0.3333333333333333,0.0,1.0,1.838888888888889,14.777777777777779,1057.6714665456739,1170.098851871722,5.333333333333333,7.0,2.0,1.6666666666666667,0.5,5.5,6.0
350648,F,False,2006-03-02,False,usa,lincoln,LNK,2022-10-05,2023-01-16 05:48:00,2023-07-08 11:22:00,2023-06-10 18:28:00,173,8,1,2,424.36,1480.0,1904.3600000000001,1,0.125,1.0,0.0,13.4531160375,36.875,1266.442401740426,1266.442401740426,4.0,4.0,1.0,1.0,0.0,5.0,5.0
353271,F,False,1997-09-05,True,usa,milwaukee,MKE,2022-10-07,2023-01-10 20:43:00,2023-07-08 02:31:00,2023-03-16 19:18:00,178,8,1,1,408.4,0.0,408.4,0,0.125,0.0,1.0,1.3145833333333332,10.5,1196.5550794383803,1196.5550794383803,0.0,0.0,2.0,2.0,0.0,2.0,2.0
353694,F,False,1984-06-17,True,usa,new york,LGA,2022-10-07,2023-01-15 06:44:00,2023-07-05 21:18:00,2023-07-05 21:18:00,171,8,2,2,461.37,1775.0,2236.37,0,0.25,0.0,1.0,1.5416666666666667,12.5,1355.4870461114142,1547.022888300879,5.0,5.0,1.5,1.5,0.5,3.5,7.0
354050,F,False,1974-05-28,False,usa,detroit,DET,2022-10-07,2023-01-27 01:35:00,2023-07-04 15:14:00,2023-07-04 15:14:00,158,8,5,5,1957.88,3107.0,5064.88,0,0.625,0.0,1.0,2.6520833333333336,21.5,2150.165494157705,3337.929388511403,2.8,4.0,1.2,1.2,0.2,3.6,6.0
354260,F,False,1974-09-27,False,usa,providence,PVD,2022-10-07,2023-01-13 17:23:00,2023-04-03 21:01:00,2023-02-10 21:54:00,80,8,2,2,1165.01,780.0,1945.0099999999998,0,0.25,0.0,1.0,1.7979166666666666,14.5,3329.3287021285187,4139.725691577981,3.0,3.0,1.0,1.0,1.0,3.5,4.0
354311,F,True,1978-07-12,False,usa,tucson,DMA,2022-10-08,2023-01-08 20:29:00,2023-04-12 09:37:00,2023-03-11 22:46:00,93,8,2,2,1072.8899999999999,388.0,1460.8899999999999,0,0.25,0.0,1.0,1.5333333333333332,12.25,3061.807209296884,3423.872321594195,4.0,4.0,1.0,1.0,0.5,3.5,5.0
354950,M,True,1970-10-19,False,usa,amarillo,AMA,2022-10-08,2023-01-25 11:01:00,2023-06-14 20:40:00,2023-01-28 20:41:00,140,8,1,1,460.54,889.0,1349.54,0,0.125,0.0,1.0,1.56875,12.5,2463.055931042597,2463.055931042597,7.0,7.0,1.0,1.0,1.0,8.0,8.0
356046,F,False,1989-10-17,False,canada,ottawa,YOW,2022-10-09,2023-01-20 17:40:00,2023-06-30 21:30:00,2023-03-03 17:37:00,161,8,2,2,783.81,798.0,1581.81,0,0.25,0.0,1.0,1.5666666666666667,12.625,1896.9912678633052,3378.607474925825,2.5,3.0,1.5,1.5,0.0,4.0,5.0
357737,F,True,1982-10-04,True,usa,san diego,SAN,2022-10-10,2023-01-10 19:15:00,2023-06-26 21:35:00,2023-06-26 21:35:00,167,8,5,6,2176.9,3749.0,5925.9,1,0.625,0.2,0.8,18.352083333333333,52.375,2470.611153370629,3927.972995553022,3.8333333333333335,7.0,1.0,1.0,0.4,5.2,6.0
